date | value
2011-01-03 | 0
2011-01-03 | 1000
2011-01-03 | -1
2011-01-03 | 1001
2011-01-03 | 0.0
2011-01-03 | 1000.0
2011-01-03 | -1.0
2011-01-03 | 1001.0
2011-01-03 | 0.0000000000000000000000000000000000000117549
2011-01-03 | 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222507
